Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalFinishedSF,HighQualFinishedSF,TotalBaths,OverallQual * TotalBaths,OverallQual * TotalSF,TotalBaths * TotalSF,OverallQual + OverallCond,BsmtQual + BsmtCond,GarageQual + GarageCond,ExterQual + ExterCond,Heating + HeatingQC,SaleType + SaleCondition,Neighborhood + Condition1 + Condition2,Neighborhood + BldgType
1159,20,RL,92.0,11932,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,1580,0,0,1580,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,3,830,TA,TA,Y,0,24,0,0,0,0,None,None,None,0,6,2008,ConLD,Partial,235128,3160,1580,3160,2.0,16.0,25280,6320.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,ConLD+Partial,Somerst+Feedr+Norm,Somerst+1Fam
1160,60,RL,76.0,9120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,GasA,TA,Y,SBrkr,943,933,0,1876,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1974.0,RFn,2,540,Gd,TA,Y,0,69,0,0,0,0,None,None,None,0,7,2008,WD,Normal,185000,2777,2318,2777,2.5,15.0,16662,6942.5,6+6,TA+TA,Gd+TA,Gd+TA,GasA+TA,WD+Normal,NWAmes+Norm+Norm,NWAmes+1Fam
1161,160,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,GasA,Fa,Y,SBrkr,855,601,0,1456,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2,440,TA,TA,Y,26,0,0,0,0,0,None,None,None,0,7,2010,WD,Normal,146000,2311,1767,2311,2.5,15.0,13866,5777.5,6+5,Gd+TA,TA+TA,TA+TA,GasA+Fa,WD+Normal,NPkVill+Norm+Norm,NPkVill+Twnhs
1162,20,RL,74.0,14778,Pave,None,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,1296,GasA,Ex,Y,SBrkr,1640,0,0,1640,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2,924,TA,TA,Y,108,0,0,216,0,0,None,None,None,0,11,2008,WD,Normal,224000,2936,2368,2936,2.0,12.0,17616,5872.0,6+7,TA+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Crawfor+PosN+Norm,Crawfor+1Fam
1163,20,RL,109.0,8724,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,GasA,Gd,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,1968.0,Fin,2,450,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2007,WD,Normal,129000,1788,1386,1788,1.0,5.0,8940,1788.0,5+5,Gd+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,Sawyer+Norm+Norm,Sawyer+1Fam
1164,90,RL,60.0,12900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,GasA,TA,Y,SBrkr,1258,0,0,1258,2,0,0,2,0,2,TA,6,Typ,0,None,CarPort,1969.0,Unf,2,400,Fa,TA,Y,120,0,0,0,0,0,None,None,None,0,1,2008,WD,Alloca,108959,2456,2456,2456,3.0,12.0,9824,7368.0,4+4,Gd+TA,Fa+TA,TA+TA,GasA+TA,WD+Alloca,Sawyer+Feedr+Norm,Sawyer+Duplex
1165,80,RL,68.0,16157,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,GasA,Ex,Y,SBrkr,1432,0,0,1432,1,0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,1978.0,Unf,2,588,TA,TA,Y,168,180,0,0,0,0,None,None,None,0,6,2007,WD,Normal,194000,2792,2503,2792,2.5,12.5,13960,6980.0,5+7,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Veenker+Feedr+Norm,Veenker+1Fam
1166,20,RL,79.0,9541,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,GasA,Ex,Y,SBrkr,1502,0,0,1502,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2009.0,RFn,2,644,TA,TA,Y,0,114,0,0,0,0,None,None,None,0,9,2009,New,Partial,233170,3004,1502,3004,2.0,14.0,21028,6008.0,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,New+Partial,NridgHt+Norm+Norm,NridgHt+1Fam
1167,20,RL,64.0,10475,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,3,776,TA,TA,Y,160,33,0,0,0,0,None,None,None,0,2,2010,WD,Normal,245350,3388,1694,3388,2.0,16.0,27104,6776.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
1168,60,RL,58.0,10852,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,GasA,Ex,Y,SBrkr,959,712,0,1671,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,472,TA,TA,Y,0,38,0,0,0,0,None,None,None,0,2,2006,WD,Normal,173000,2630,2457,2630,3.5,21.0,15780,9205.0,6+5,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Gilbert+RRAn+Norm,Gilbert+1Fam
1169,70,RL,120.0,13728,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,GasA,Ex,Y,SBrkr,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,2,TA,Basment,1935.0,Unf,2,540,TA,TA,Y,0,0,0,0,90,0,None,None,None,0,7,2008,WD,Normal,235000,3235,2734,3235,2.0,12.0,19410,6470.0,6+7,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Edwards+Norm+Norm,Edwards+1Fam
1170,60,RL,118.0,35760,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,GasA,Ex,Y,SBrkr,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,Typ,1,TA,Attchd,1995.0,Fin,3,807,TA,TA,Y,361,76,0,0,0,0,None,None,None,0,7,2006,WD,Normal,625000,5557,5014,5557,4.5,45.0,55570,25006.5,10+5,Ex+TA,TA+TA,Gd+Gd,GasA+Ex,WD+Normal,NoRidge+Norm+Norm,NoRidge+1Fam
1171,80,RL,76.0,9880,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,GasA,TA,Y,SBrkr,1118,0,0,1118,1,0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1977.0,Fin,1,358,TA,TA,Y,203,0,0,0,0,576,Gd,GdPrv,None,0,7,2008,WD,Normal,171000,2214,1640,2214,2.0,12.0,13284,4428.0,6+6,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,Mitchel+Norm+Norm,Mitchel+1Fam
1172,20,RL,76.0,9120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,GasA,Ex,Y,SBrkr,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,433,TA,TA,Y,0,0,0,0,288,0,None,None,Shed,1400,11,2008,WD,Normal,163000,2522,1923,2522,2.0,12.0,15132,5044.0,6+6,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,NAmes+Norm+Norm,NAmes+1Fam
1173,160,FV,35.0,4017,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,2006.0,Fin,2,625,TA,TA,Y,0,54,0,0,0,0,None,None,None,0,3,2008,WD,Normal,171900,1875,1250,1875,2.5,17.5,13125,4687.5,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Somerst+Norm+Norm,Somerst+TwnhsE
1174,50,RL,138.0,18030,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,GasA,TA,Y,SBrkr,1636,971,479,3086,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,None,0.0,None,0,0,None,None,Y,122,0,0,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,200500,4684,3707,4205,3.0,15.0,23420,14052.0,5+6,TA+TA,None+None,TA+TA,GasA+TA,WD+Normal,ClearCr+Norm+Norm,ClearCr+1Fam
1175,70,RL,80.0,16560,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,GasA,TA,Y,SBrkr,1170,1175,0,2345,0,0,2,1,4,1,TA,9,Typ,1,Gd,Detchd,1932.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,239000,3297,2848,3297,2.5,15.0,19782,8242.5,6+8,Gd+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,Crawfor+Norm+Norm,Crawfor+1Fam
1176,50,RL,85.0,10678,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,GasA,Ex,Y,SBrkr,2129,743,0,2872,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,Fin,2,541,TA,TA,Y,0,33,0,0,0,0,None,None,None,0,4,2007,WD,Normal,285000,4555,3572,4555,2.5,20.0,36440,11387.5,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,NoRidge+Norm+Norm,NoRidge+1Fam
1177,20,RL,37.0,6951,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,GasA,TA,Y,SBrkr,923,0,0,923,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1984.0,Unf,1,264,TA,TA,Y,362,0,0,0,0,0,None,MnPrv,None,0,10,2008,WD,Normal,119500,1799,1581,1799,2.0,10.0,8995,3598.0,5+5,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,Mitchel+Norm+Norm,Mitchel+1Fam
1178,50,RM,60.0,3950,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,GasA,TA,Y,SBrkr,818,406,0,1224,0,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1926.0,Unf,1,210,TA,TA,N,0,0,116,0,0,0,None,None,None,0,12,2009,WD,Normal,115000,2042,1692,2042,1.0,6.0,12252,2042.0,6+8,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,OldTown+Artery+Norm,OldTown+1Fam
1179,50,RL,54.0,7681,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,GasA,Ex,Y,SBrkr,820,523,0,1343,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921.0,Unf,1,186,Fa,TA,Y,192,0,102,0,0,0,None,None,None,0,7,2009,WD,Normal,154900,2074,1343,2074,1.5,7.5,10370,3111.0,5+6,TA+TA,Fa+TA,TA+TA,GasA+Ex,WD+Normal,Crawfor+Norm+Norm,Crawfor+1Fam
1180,20,RL,77.0,8335,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,Gd,Y,SBrkr,1124,0,0,1124,0,0,1,0,3,1,TA,5,Min2,1,Gd,None,0.0,None,0,0,None,None,N,0,36,190,0,0,0,None,None,None,0,4,2006,WD,Normal,93000,1124,1124,1124,1.0,5.0,5620,1124.0,5+5,None+None,None+None,TA+TA,GasA+Gd,WD+Normal,Edwards+Norm+Norm,Edwards+1Fam
1181,60,RL,85.0,11170,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,GasA,Ex,Y,SBrkr,1298,1216,0,2514,0,0,2,1,4,1,TA,8,Typ,0,None,Attchd,1990.0,Fin,2,693,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,4,2006,WD,Normal,250000,3730,3730,3730,2.5,17.5,26110,9325.0,7+5,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Timber+Norm+Norm,Timber+1Fam
1182,120,RM,64.0,5587,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2,482,TA,TA,Y,162,53,0,153,0,0,None,None,None,0,11,2008,New,Partial,392500,3252,3132,3252,3.5,28.0,26016,11382.0,8+5,Ex+TA,TA+TA,Ex+TA,GasA+Ex,New+Partial,Crawfor+Norm+Norm,Crawfor+TwnhsE
1183,60,RL,160.0,15623,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,GasA,Ex,Y,SBrkr,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996.0,Fin,3,813,TA,TA,Y,171,78,0,0,0,555,Ex,MnPrv,None,0,7,2007,WD,Abnorml,745000,6872,6572,6872,4.5,45.0,68720,30924.0,10+5,Ex+TA,TA+TA,Gd+TA,GasA+Ex,WD+Abnorml,NoRidge+Norm+Norm,NoRidge+1Fam
1184,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,GasA,Ex,Y,SBrkr,1130,0,0,1130,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970.0,Unf,2,720,TA,TA,Y,229,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,120000,2250,1951,2250,2.0,10.0,11250,4500.0,5+6,TA+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,OldTown+Norm+Norm,OldTown+1Fam
1185,20,RL,50.0,35133,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,GasA,Gd,Y,SBrkr,1572,0,0,1572,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963.0,RFn,3,995,TA,TA,Y,0,263,0,0,263,0,None,None,None,0,5,2007,WD,Normal,186700,3144,2731,3144,2.5,12.5,15720,7860.0,5+4,TA+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,Timber+Norm+Norm,Timber+1Fam
1186,50,RL,60.0,9738,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,GasA,Gd,Y,SBrkr,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,None,Attchd,1965.0,Unf,1,392,TA,TA,Y,0,0,236,0,0,0,None,None,None,0,3,2006,WD,Normal,104900,2005,1613,2005,2.0,10.0,10025,4010.0,5+7,TA+TA,TA+TA,TA+Gd,GasA+Gd,WD+Normal,Edwards+Norm+Norm,Edwards+1Fam
1187,190,RL,107.0,10615,Pave,None,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,GasA,TA,Y,SBrkr,1014,685,0,1699,1,0,2,0,3,2,TA,7,Typ,0,None,CarPort,1920.0,Unf,2,420,Fa,Fa,Y,0,74,0,0,0,0,None,None,None,0,8,2009,WD,Abnorml,95000,2677,2139,2677,3.0,9.0,8031,8031.0,3+5,Fa+TA,Fa+Fa,TA+TA,GasA+TA,WD+Abnorml,OldTown+Artery+Artery,OldTown+2fmCon
1188,20,RL,89.0,12461,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,GasA,Ex,Y,SBrkr,1624,0,0,1624,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994.0,RFn,3,757,TA,TA,Y,0,114,192,0,0,0,None,GdPrv,None,0,7,2006,WD,Normal,262000,3248,3080,3248,3.0,24.0,25984,9744.0,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,NoRidge+Norm+Norm,NoRidge+1Fam
1189,60,RL,68.0,8935,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,GasA,Ex,Y,SBrkr,831,829,0,1660,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2002.0,RFn,2,493,TA,TA,Y,144,68,0,0,0,0,None,None,None,0,7,2009,WD,Normal,195000,2491,1660,2491,2.5,17.5,17437,6227.5,7+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,CollgCr+Norm+Norm,CollgCr+1Fam
1190,60,RL,60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,GasA,Gd,Y,SBrkr,1028,776,0,1804,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.0,Fin,2,442,TA,TA,Y,140,60,0,0,0,0,None,None,None,0,6,2010,WD,Normal,189000,2798,1804,2798,2.5,17.5,19586,6995.0,7+5,TA+TA,TA+TA,TA+TA,GasA+Gd,WD+Normal,Gilbert+Norm+Norm,Gilbert+1Fam
1191,190,RL,73.0,32463,Pave,None,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,GasA,Ex,Y,SBrkr,1622,0,0,1622,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975.0,Fin,4,1356,TA,TA,Y,439,0,0,0,0,0,None,None,None,0,3,2007,WD,Normal,168000,2871,2781,2871,2.0,8.0,11484,5742.0,4+4,TA+TA,TA+TA,TA+Gd,GasA+Ex,WD+Normal,Mitchel+Norm+Norm,Mitchel+2fmCon
1192,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,GasA,Ex,Y,SBrkr,764,677,0,1441,0,0,2,1,2,1,Gd,5,Typ,0,None,Detchd,1999.0,Unf,2,492,TA,TA,Y,206,0,0,0,0,0,None,None,None,0,11,2007,WD,Normal,174000,2217,1441,2217,2.5,20.0,17736,5542.5,8+5,Gd+TA,TA+TA,Gd+TA,GasA+Ex,WD+Normal,Somerst+Norm+Norm,Somerst+Twnhs
1193,50,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,842,630,0,1472,0,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1925.0,Unf,1,250,TA,Fa,P,0,0,84,0,0,0,None,GdWo,None,0,7,2007,WD,Normal,125000,2174,1472,2174,1.0,5.0,10870,2174.0,5+8,TA+TA,TA+Fa,TA+TA,GasA+Gd,WD+Normal,OldTown+Norm+Norm,OldTown+1Fam
1194,120,RM,73.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,GasA,Ex,Y,SBrkr,1224,0,0,1224,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1999.0,Fin,2,402,TA,TA,Y,0,304,0,0,0,0,None,None,None,0,6,2009,WD,Normal,165000,2448,2107,2448,3.0,18.0,14688,7344.0,6+5,Ex+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Mitchel+Norm+Norm,Mitchel+TwnhsE
1195,60,RL,80.0,9364,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,GasA,TA,Y,SBrkr,663,689,0,1352,0,0,1,1,4,1,TA,7,Typ,0,None,Attchd,1969.0,Fin,1,299,TA,TA,Y,379,36,0,0,0,0,None,MnPrv,None,0,3,2010,WD,Normal,158000,2015,1723,2015,1.5,9.0,12090,3022.5,6+7,TA+TA,TA+TA,TA+TA,GasA+TA,WD+Normal,Sawyer+Norm+Norm,Sawyer+1Fam
1196,60,RL,51.0,8029,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,2005.0,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,None,None,None,0,7,2008,WD,Normal,176000,2184,1456,2184,2.5,15.0,13104,5460.0,6+5,Gd+TA,TA+TA,TA+TA,GasA+Ex,WD+Normal,Gilbert+Norm+Norm,Gilbert+1Fam
