"MSZoning","Neighborhood","HouseStyle","OverallQual","YearBuilt","ExterQual","Foundation","BsmtQual","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","TotRmsAbvGrd","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","SaleType","SaleCondition","SalePrice"
"RL","NAmes","SLvl","5",1971,"TA","CBlock","TA",576,533,1109,1,5,"Unf",1,288,"TA","TA","Y","WD","Normal",139000
"RL","NAmes","1.5Fin","5",1947,"TA","CBlock","TA",832,384,1216,1,6,"Unf",1,336,"TA","TA","Y","COD","Abnorml",118500
"RL","SWISU","1.5Fin","7",1928,"TA","BrkTil","TA",877,600,1477,2,6,"Unf",1,216,"TA","TA","Y","WD","Normal",145000
"RL","Sawyer","SLvl","5",1966,"TA","CBlock","TA",1320,0,1320,1,6,"RFn",2,564,"TA","TA","Y","WD","Abnorml",164500
"FV","Somerst","2Story","7",2007,"Gd","PConc","Gd",703,689,1392,2,5,"Unf",2,540,"TA","TA","Y","WD","Abnorml",146000
"RM","OldTown","1.5Fin","5",1954,"TA","BrkTil","TA",1050,745,1795,2,7,"Unf",1,352,"Fa","TA","Y","WD","Normal",131500
"RL","NAmes","1Story","6",1960,"TA","CBlock","TA",1429,0,1429,1,7,"Unf",2,572,"TA","TA","Y","WD","Normal",181900
"RL","NridgHt","1Story","8",2008,"Ex","PConc","Ex",2042,0,2042,2,8,"RFn",3,1390,"TA","TA","Y","New","Partial",253293
"RL","Edwards","SFoyer","6",1990,"TA","CBlock","Gd",816,0,816,1,5,"None",0,0,"None","None","Y","WD","Normal",118500
"RM","OldTown","2.5Unf","10",1893,"Ex","BrkTil","TA",1521,1254,2775,3,9,"Unf",2,880,"Gd","TA","Y","WD","Normal",325000
"RM","BrkSide","1.5Fin","4",1935,"TA","BrkTil","TA",989,584,1573,1,6,"Unf",1,240,"TA","TA","Y","WD","Normal",133000
"RL","Timber","1Story","8",2005,"Gd","PConc","Ex",2028,0,2028,2,7,"RFn",3,880,"TA","TA","Y","New","Partial",369900
"RL","BrkSide","1Story","6",1918,"TA","BrkTil","TA",838,0,838,1,5,"Fin",1,275,"TA","TA","None","WD","Normal",130000
"RL","Sawyer","SFoyer","5",1982,"TA","CBlock","TA",860,0,860,1,4,"Unf",2,528,"TA","TA","Y","WD","Normal",137000
"RL","ClearCr","1Story","5",1968,"TA","CBlock","TA",1473,0,1473,1,5,"Unf",1,452,"TA","TA","Y","WD","Partial",143000
"RM","BrkSide","1Story","5",1930,"TA","BrkTil","TA",779,0,935,1,4,"Unf",1,308,"TA","TA","P","WD","Normal",79500
"RL","CollgCr","2Story","7",2004,"Gd","PConc","Gd",770,812,1582,2,6,"RFn",2,520,"TA","TA","Y","WD","Normal",185900
"RL","NridgHt","2Story","10",2008,"Ex","PConc","Ex",1728,568,2296,2,10,"RFn",3,842,"TA","TA","Y","ConLI","Normal",451950
"RL","Mitchel","1Story","5",1982,"TA","PConc","TA",816,0,816,1,4,"Fin",2,816,"TA","TA","Y","WD","Normal",138000
"RM","CollgCr","1Story","6",2003,"Gd","PConc","Gd",848,0,848,1,4,"Fin",2,420,"TA","TA","Y","WD","Normal",140000
"RL","CollgCr","1Story","5",1975,"TA","CBlock","Gd",924,0,924,1,5,"Unf",1,280,"TA","TA","Y","WD","Normal",110000
"RL","StoneBr","1Story","8",2005,"Gd","PConc","Gd",1826,0,1826,2,7,"Fin",3,758,"TA","TA","Y","New","Partial",319000
"RM","OldTown","2Story","6",1910,"TA","CBlock","TA",684,684,1368,1,7,"Unf",1,216,"TA","Fa","None","WD","Normal",114504
"RL","Blmngtn","1Story","7",2006,"Gd","PConc","Ex",1402,0,1402,0,7,"Fin",3,648,"TA","TA","Y","New","Partial",194201
"RL","Crawfor","1Story","5",1977,"TA","CBlock","Gd",1647,0,1647,2,7,"Fin",2,621,"TA","TA","Y","WD","Normal",217500
"RM","Blueste","2Story","6",1980,"TA","CBlock","Gd",716,840,1556,2,6,"Fin",2,452,"TA","TA","Y","COD","Normal",151000
"RL","NridgHt","2Story","8",2005,"Gd","PConc","Gd",1058,846,1904,2,8,"Fin",2,736,"TA","TA","Y","WD","Normal",275000
"RM","IDOTRR","1.5Fin","6",1937,"TA","PConc","TA",780,595,1375,1,6,"Unf",1,544,"TA","TA","P","WD","Normal",141000
"RL","SawyerW","2Story","8",1992,"Gd","PConc","Gd",927,988,1915,2,8,"Fin",2,506,"TA","TA","Y","WD","Abnorml",220000
"FV","Somerst","2Story","7",2004,"Gd","PConc","Gd",600,600,1200,2,4,"RFn",2,480,"TA","TA","Y","WD","Normal",151000
"RL","CollgCr","1Story","7",2002,"Gd","PConc","Gd",1494,0,1494,2,6,"RFn",2,530,"TA","TA","Y","WD","Normal",221000
"RL","NAmes","2Story","7",1965,"TA","CBlock","TA",1186,800,1986,2,7,"Unf",2,486,"TA","TA","Y","WD","Normal",205000
"RL","CollgCr","1Story","5",1996,"TA","PConc","Gd",1040,0,1040,1,6,"Unf",2,576,"TA","TA","Y","WD","Normal",152000
"RL","Edwards","2Story","5",1948,"TA","CBlock","TA",1112,896,2008,3,8,"Unf",1,230,"TA","TA","Y","WD","Normal",225000
"RL","Crawfor","2Story","8",1934,"TA","PConc","Gd",1940,1254,3194,2,10,"Unf",2,380,"TA","TA","Y","WD","Alloca",359100
"RL","Sawyer","1Story","4",1961,"TA","CBlock","TA",1029,0,1029,1,5,"Unf",1,261,"TA","TA","Y","WD","Normal",118500
"RL","CollgCr","2Story","9",2000,"Gd","PConc","Ex",1476,677,2153,2,8,"Fin",3,736,"TA","TA","Y","WD","Normal",313000
"RL","NWAmes","SLvl","6",1978,"TA","CBlock","Gd",1032,0,1032,2,6,"Unf",2,564,"TA","TA","Y","WD","Normal",148000
"RL","CollgCr","2Story","8",2001,"Gd","PConc","Gd",1299,573,1872,2,7,"RFn",2,531,"TA","TA","Y","WD","Normal",261500
"RL","Mitchel","1Story","5",2007,"TA","PConc","Gd",1120,0,1120,1,6,"None",0,0,"None","None","Y","New","Partial",147000
"RM","MeadowV","SFoyer","4",1972,"TA","CBlock","Gd",630,0,630,1,3,"None",0,0,"None","None","Y","WD","Normal",75500
"RL","NAmes","SFoyer","6",1963,"TA","PConc","TA",1054,0,1054,1,6,"RFn",2,480,"TA","TA","Y","WD","Abnorml",137500
"RL","Gilbert","2Story","6",2002,"Gd","PConc","Gd",807,702,1509,2,7,"Fin",2,393,"TA","TA","Y","WD","Normal",183200
"RL","NAmes","1.5Unf","6",1954,"TA","CBlock","TA",832,0,832,1,4,"Unf",2,528,"TA","TA","Y","WD","Normal",105500
"RL","NridgHt","1Story","9",2007,"Ex","PConc","Ex",1828,0,1828,2,9,"Unf",3,774,"TA","TA","Y","New","Partial",314813
"RL","Timber","2Story","8",2003,"Gd","PConc","Gd",1482,780,2262,2,10,"Fin",3,749,"TA","TA","Y","WD","Normal",305000
"RL","Edwards","1Story","3",1914,"TA","BrkTil","TA",864,0,864,1,5,"None",0,0,"None","None","None","WD","Normal",67000
"RL","NWAmes","2Story","6",1974,"TA","CBlock","TA",1548,1066,2614,2,9,"RFn",2,624,"TA","TA","Y","WD","Normal",240000
"RL","Sawyer","1Story","5",1977,"TA","CBlock","TA",980,0,980,1,6,"Unf",2,484,"TA","TA","Y","WD","Normal",135000
"FV","Somerst","2Story","6",2000,"Gd","PConc","Gd",756,756,1512,2,4,"Unf",2,440,"TA","TA","Y","WD","Normal",168500
"RL","NWAmes","2Story","6",1972,"TA","CBlock","TA",1012,778,1790,1,8,"RFn",2,484,"TA","TA","Y","WD","Normal",165150
"RL","NAmes","1Story","6",1962,"TA","CBlock","TA",1116,0,1116,1,5,"Unf",2,440,"TA","TA","Y","WD","Normal",160000
"RL","NAmes","1Story","5",1960,"TA","CBlock","TA",1422,0,1422,1,6,"RFn",1,286,"TA","TA","Y","WD","Normal",139900
"RL","NAmes","SLvl","6",1955,"TA","CBlock","TA",1520,0,1520,1,7,"RFn",1,364,"TA","TA","Y","WD","Normal",153000
"RL","NAmes","2Story","5",1969,"TA","PConc","Gd",1040,1040,2080,1,9,"Unf",2,504,"TA","TA","Y","WD","Family",135000
"RL","NAmes","SLvl","6",1964,"TA","CBlock","TA",1350,0,1350,1,6,"RFn",2,520,"TA","TA","Y","WD","Normal",168500
"RM","OldTown","2Story","5",1880,"TA","BrkTil","Fa",1089,661,1750,1,8,"Unf",1,240,"Fa","Po","None","WD","Abnorml",124000
"RL","NridgHt","1Story","8",2006,"Gd","PConc","Gd",1554,0,1554,2,6,"RFn",2,627,"TA","TA","Y","WD","Normal",209500
"RL","NWAmes","1Story","7",1977,"TA","CBlock","TA",1411,0,1411,2,6,"Fin",2,544,"TA","TA","Y","WD","Family",82500
"RL","NAmes","1Story","5",1954,"TA","CBlock","TA",1056,0,1056,1,6,"Unf",1,260,"TA","TA","Y","WD","Normal",139400
"RL","OldTown","SFoyer","6",1980,"TA","CBlock","TA",1056,0,1056,0,4,"Unf",2,576,"TA","TA","Y","WD","Normal",144000
"RH","SWISU","2.5Fin","6",1914,"Fa","CBlock","TA",1440,1440,3395,2,14,"None",0,0,"None","None","None","WD","Abnorml",2e+05
"RM","BrkSide","1Story","2",1936,"Fa","BrkTil","TA",800,0,800,1,4,"None",0,0,"None","None","None","ConLw","Normal",60000
"RM","OldTown","1.5Fin","5",1954,"TA","CBlock","TA",811,576,1387,2,7,"Unf",1,256,"TA","TA","Y","WD","Normal",93000
"RL","Edwards","1Story","5",1910,"TA","CBlock","Fa",796,0,796,1,4,"None",0,0,"None","None","P","WD","Normal",85000
"RL","Blmngtn","1Story","8",2006,"Gd","PConc","Gd",1567,0,1567,2,7,"Fin",3,648,"TA","TA","Y","New","Partial",264561
"RL","NridgHt","1Story","8",2003,"Ex","PConc","Ex",1518,0,1518,1,6,"RFn",2,588,"TA","TA","Y","WD","Normal",274000
"FV","Somerst","2Story","7",2001,"Gd","PConc","Gd",1057,872,1929,2,7,"Fin",2,650,"TA","TA","Y","WD","Normal",226000
"RL","NAmes","SLvl","8",1972,"Gd","CBlock","Gd",2000,704,2704,2,9,"Fin",2,538,"TA","TA","Y","WD","Normal",345000
"RL","NWAmes","2Story","5",1969,"TA","CBlock","TA",780,840,1620,2,7,"Fin",2,462,"TA","TA","Y","WD","Normal",152000
"FV","Somerst","1Story","9",2009,"Ex","PConc","Ex",1766,0,1766,2,7,"Fin",3,478,"TA","TA","Y","New","Partial",370878
"RL","NAmes","1Story","6",1971,"TA","CBlock","TA",981,0,981,1,5,"Unf",2,576,"TA","TA","Y","WD","Normal",143250
"RL","NAmes","1Story","5",1950,"TA","CBlock","None",1048,0,1048,1,7,"Unf",2,420,"TA","TA","Y","WD","Normal",98300
"RL","Edwards","1Story","6",1953,"TA","CBlock","TA",1094,0,1094,1,5,"RFn",2,495,"TA","TA","Y","WD","Normal",155000
"RL","NAmes","2Story","6",1966,"TA","CBlock","TA",1051,788,1839,1,7,"Unf",2,442,"TA","TA","Y","WD","Normal",155000
"RM","MeadowV","SFoyer","4",1970,"TA","CBlock","Gd",630,0,630,1,3,"None",0,0,"None","None","Y","WD","Normal",84500
"FV","Somerst","2Story","7",2007,"Gd","PConc","Gd",822,843,1665,2,7,"RFn",2,562,"TA","TA","Y","WD","Normal",205950
"RL","Edwards","2Story","4",1940,"TA","CBlock","TA",755,755,1510,1,7,"Unf",1,296,"Fa","Po","P","WD","Normal",108000
"RL","CollgCr","2Story","7",1996,"Gd","PConc","Gd",909,807,1716,2,7,"RFn",2,512,"TA","TA","Y","WD","Normal",191000
"RM","IDOTRR","1.5Fin","6",1906,"TA","CBlock","TA",756,713,1469,1,7,"Unf",1,216,"TA","TA","Y","WD","Normal",135000
"RL","NoRidge","1Story","8",1995,"Gd","PConc","Gd",2113,0,2113,2,7,"Fin",3,839,"TA","TA","Y","WD","Normal",350000
"RM","BrDale","2Story","6",1971,"TA","CBlock","TA",525,567,1092,1,6,"Unf",1,264,"TA","TA","Y","WD","Family",88000
"RL","NAmes","1Story","5",1959,"Gd","CBlock","TA",1053,0,1053,1,5,"RFn",1,312,"TA","TA","Y","WD","Normal",145500
"RL","Crawfor","2Story","7",1931,"TA","BrkTil","Gd",851,651,1502,1,6,"RFn",1,270,"TA","TA","P","WD","Normal",149000
"RL","NAmes","1.5Fin","6",1948,"TA","CBlock","TA",912,546,1458,1,6,"Unf",1,330,"TA","TA","Y","WD","Abnorml",97500
"RL","Edwards","1Story","5",1964,"TA","PConc","TA",1486,0,1486,1,7,"Fin",2,480,"TA","TA","Y","WD","Normal",167000
"RL","NWAmes","2Story","7",1976,"TA","CBlock","Gd",1142,793,1935,2,7,"RFn",2,550,"TA","TA","Y","WD","Normal",197900
"RL","NoRidge","2Story","8",1994,"Gd","PConc","Gd",1686,762,2448,2,8,"RFn",3,711,"TA","TA","Y","WD","Normal",402000
"RL","NAmes","1Story","6",1968,"TA","CBlock","Fa",1392,0,1392,1,5,"RFn",2,576,"TA","TA","Y","WD","Normal",110000
"RL","Edwards","SFoyer","4",1972,"TA","CBlock","Gd",1181,0,1181,2,6,"RFn",2,588,"TA","TA","Y","WD","Normal",137500
"RL","Somerst","1Story","8",2005,"Gd","PConc","Ex",2097,0,2097,1,8,"Fin",3,1134,"TA","TA","Y","New","Partial",423000
"RL","Gilbert","2Story","8",2000,"Gd","PConc","Gd",1454,482,1936,2,7,"RFn",2,504,"TA","TA","Y","WD","Normal",230500
"RL","NAmes","2Story","6",1965,"TA","CBlock","Gd",1465,915,2380,2,7,"Unf",2,596,"TA","TA","Y","WD","Abnorml",129000
"RL","SawyerW","1Story","6",1994,"TA","PConc","Gd",1679,0,1679,2,7,"RFn",2,575,"TA","TA","Y","WD","Normal",193500
"RL","Sawyer","1Story","5",1956,"TA","CBlock","TA",1437,0,1437,1,6,"Unf",2,576,"TA","TA","Y","WD","Normal",168000
"RL","Crawfor","1Story","4",1922,"TA","BrkTil","Fa",1180,0,1180,1,5,"Unf",1,252,"TA","Fa","Y","WD","Normal",137500
"RL","CollgCr","2Story","6",2005,"Gd","PConc","Gd",738,738,1476,2,7,"Fin",2,540,"TA","TA","Y","WD","Normal",173500
"RH","Edwards","2Story","6",1925,"TA","BrkTil","TA",697,672,1369,2,6,"Unf",1,300,"TA","TA","Y","WD","Normal",103600
"RL","Veenker","1Story","6",1977,"Gd","CBlock","Gd",1208,0,1208,1,6,"RFn",2,546,"TA","TA","Y","WD","Normal",165000
"RL","Crawfor","1Story","6",1957,"TA","PConc","TA",1839,0,1839,2,7,"Fin",2,416,"TA","TA","Y","WD","Normal",257500
"RL","NAmes","1Story","6",1965,"TA","CBlock","TA",1136,0,1136,1,5,"RFn",1,384,"TA","TA","Y","WD","Normal",140000
"RL","NPkVill","2Story","6",1978,"TA","CBlock","TA",855,586,1441,2,7,"Unf",2,440,"TA","TA","Y","WD","Normal",148500
"RM","OldTown","2Story","4",1900,"TA","BrkTil","TA",1095,679,1774,2,8,"Unf",3,779,"Fa","Fa","None","WD","Normal",87000
"RL","OldTown","1Story","5",1924,"Gd","BrkTil","TA",792,0,792,1,5,"Unf",1,240,"Fa","Fa","None","WD","Normal",109500
"RL","StoneBr","1Story","8",2008,"Gd","PConc","Ex",2046,0,2046,2,7,"Fin",3,834,"TA","TA","Y","New","Partial",372500
"RL","Sawyer","1Story","5",1961,"TA","CBlock","TA",988,0,988,1,5,"Unf",2,572,"TA","TA","Y","WD","Normal",128500
"RL","SawyerW","1Story","6",1980,"TA","CBlock","Gd",923,0,923,2,5,"RFn",1,264,"TA","TA","Y","WD","Normal",143000
"RH","SWISU","1.5Fin","5",1932,"TA","BrkTil","TA",848,672,1520,1,6,"Unf",1,281,"TA","TA","Y","WD","Abnorml",159434
"RL","ClearCr","1Story","6",1996,"TA","PConc","Gd",1291,0,1291,1,6,"Unf",2,431,"TA","TA","Y","WD","Normal",173000
"RL","CollgCr","1Story","9",2002,"Gd","PConc","Gd",1668,0,1668,2,7,"Fin",3,702,"TA","TA","Y","WD","Normal",285000
"RL","NoRidge","2Story","7",1998,"Gd","PConc","Gd",1195,644,1839,2,7,"Fin",2,486,"TA","TA","Y","WD","Normal",221000
"RL","StoneBr","2Story","7",1984,"Gd","CBlock","Gd",1190,900,2090,2,6,"Fin",2,577,"TA","TA","Y","WD","Normal",207500
"FV","Somerst","2Story","7",2007,"Gd","PConc","Gd",874,887,1761,3,7,"Fin",2,578,"TA","TA","Y","New","Partial",227875
"FV","Somerst","2Story","7",2004,"Gd","PConc","Gd",551,551,1102,2,4,"Unf",2,480,"TA","TA","Y","WD","Normal",148800
"RL","StoneBr","1Story","8",2007,"Gd","PConc","Gd",1419,0,1419,2,7,"RFn",2,567,"TA","TA","Y","New","Partial",392000
"RL","NridgHt","1Story","6",2005,"Gd","PConc","Gd",1362,0,1362,2,6,"RFn",2,460,"TA","TA","Y","WD","Normal",194700
"RM","CollgCr","1Story","6",2004,"Gd","PConc","Gd",848,0,848,1,3,"RFn",2,420,"TA","TA","Y","WD","Normal",141000
"RL","NoRidge","2Story","10",1994,"Ex","PConc","Ex",2444,1872,4316,3,10,"Fin",3,832,"TA","TA","Y","WD","Normal",755000
"RL","Timber","2Story","7",1989,"Gd","PConc","Gd",1238,1281,2519,2,9,"RFn",2,628,"TA","TA","Y","WD","Normal",335000
"RL","OldTown","1Story","5",1921,"TA","BrkTil","TA",1073,0,1073,1,4,"Unf",1,326,"TA","TA","Y","WD","Abnorml",108480
"RM","BrkSide","1.5Fin","5",1936,"TA","BrkTil","TA",1067,472,1539,1,5,"Unf",2,576,"TA","TA","Y","WD","Normal",141500
"RL","Timber","1Story","6",1987,"TA","CBlock","Gd",1137,0,1137,2,5,"Unf",2,551,"TA","TA","Y","WD","Normal",176000
"RM","BrkSide","1Story","5",1921,"TA","CBlock","TA",616,0,616,1,4,"Unf",1,205,"TA","TA","Y","WD","Normal",89000
"RL","Edwards","1Story","5",1952,"TA","PConc","Ex",1148,0,1148,1,6,"Unf",1,308,"TA","TA","Y","WD","Normal",123500
"RL","Sawyer","1Story","5",1965,"TA","CBlock","TA",894,0,894,1,5,"Unf",1,336,"TA","TA","Y","WD","Normal",138500
"FV","Somerst","1Story","7",2004,"Gd","PConc","Gd",1391,0,1391,2,5,"RFn",2,530,"TA","TA","Y","WD","Normal",196000
"RL","Timber","1Story","8",2002,"Gd","PConc","Ex",1800,0,1800,2,7,"Fin",3,765,"TA","TA","Y","WD","Normal",312500
"RL","NWAmes","1Story","7",1969,"TA","CBlock","TA",1164,0,1164,1,6,"Unf",2,528,"TA","TA","Y","COD","Normal",140000
"RL","StoneBr","2Story","8",2006,"Ex","PConc","Ex",1264,1312,2576,2,10,"Fin",3,666,"TA","TA","Y","New","Partial",361919
"RM","OldTown","2Story","5",1900,"TA","BrkTil","Gd",1032,780,1812,2,8,"Unf",2,672,"TA","TA","None","WD","Normal",140000
"RL","CollgCr","1Story","7",2004,"Gd","PConc","Gd",1484,0,1484,2,7,"RFn",2,606,"TA","TA","Y","WD","Normal",213000
"RM","IDOTRR","2Story","4",1930,"Fa","Slab","None",372,720,1092,2,7,"None",0,0,"None","None","None","WD","Normal",55000
"RL","ClearCr","1Story","7",1971,"TA","CBlock","Gd",1824,0,1824,2,5,"Unf",2,739,"TA","TA","Y","WD","Normal",302000
"RL","NridgHt","1Story","8",2006,"Gd","PConc","Gd",1324,0,1324,2,6,"Fin",2,550,"TA","TA","Y","WD","Normal",254000
"RL","Gilbert","2Story","7",2007,"Gd","PConc","Gd",728,728,1456,2,8,"Fin",2,400,"TA","TA","Y","New","Partial",179540
"RL","Sawyer","1Story","5",1966,"TA","PConc","TA",904,0,904,1,6,"Unf",1,408,"TA","TA","Y","WD","Abnorml",109900
"RL","BrkSide","1Story","3",1935,"Gd","CBlock","TA",729,0,729,1,5,"None",0,0,"None","None","None","WD","Normal",52000
"C (all)","IDOTRR","1.5Fin","4",1900,"TA","Stone","TA",859,319,1178,1,7,"RFn",1,384,"TA","TA","None","WD","Abnorml",102776
"RL","StoneBr","1Story","8",1988,"Gd","PConc","Gd",1228,0,1228,2,5,"Fin",2,472,"TA","TA","Y","WD","Normal",189000
"RL","BrkSide","1Story","4",1970,"TA","CBlock","TA",960,0,960,1,6,"Unf",2,576,"TA","TA","Y","WD","Normal",129000
"RL","Sawyer","2Story","6",1976,"Gd","CBlock","TA",725,754,1479,2,6,"RFn",2,475,"TA","TA","Y","WD","Normal",130500
"RL","NWAmes","1Story","6",1974,"TA","CBlock","Gd",1350,0,1350,2,7,"RFn",2,478,"TA","TA","Y","WD","Normal",165000
"RM","OldTown","2Story","7",1890,"TA","BrkTil","TA",1576,978,2554,1,8,"Unf",2,704,"TA","TA","P","WD","Normal",159500
"RL","NWAmes","1Story","5",1973,"TA","CBlock","Gd",1178,0,1178,1,5,"Unf",2,439,"TA","TA","Y","WD","Normal",157000
"RL","NoRidge","2Story","7",1993,"Gd","PConc","Gd",1325,1093,2418,2,9,"RFn",3,983,"TA","TA","Y","WD","Normal",341000
"RL","CollgCr","1Story","5",1969,"TA","CBlock","Gd",971,0,971,1,5,"Unf",1,300,"TA","TA","Y","WD","Normal",128500
"RL","StoneBr","1Story","8",1985,"Gd","PConc","Gd",1742,0,1742,2,5,"RFn",2,564,"TA","TA","Y","WD","Normal",275000
"RM","CollgCr","1Story","6",2004,"Gd","PConc","Gd",848,0,848,1,3,"RFn",2,420,"TA","TA","Y","WD","Normal",143000
"RL","NAmes","1Story","4",1970,"TA","CBlock","TA",864,0,864,1,5,"Unf",2,463,"TA","TA","Y","WD","Normal",124500
"RL","Edwards","1.5Fin","4",1954,"TA","PConc","TA",997,473,1470,2,7,"Unf",1,548,"TA","TA","Y","WD","Normal",135000
"RL","Edwards","1Story","9",2007,"Ex","PConc","Ex",1698,0,1698,2,8,"Fin",3,768,"TA","TA","Y","WD","Normal",320000
"RL","NAmes","1Story","4",1970,"TA","CBlock","TA",864,0,864,1,5,"Unf",2,660,"TA","TA","Y","WD","Normal",120500
"RL","Crawfor","1Story","6",1988,"Gd","CBlock","Gd",1680,0,1680,2,5,"Fin",2,540,"TA","TA","Y","WD","Normal",222000
"RL","CollgCr","1Story","7",2007,"Gd","PConc","Gd",1232,0,1232,2,6,"RFn",2,632,"TA","TA","Y","WD","Normal",194500
"RL","NAmes","1Story","5",1958,"TA","CBlock","TA",1776,0,1776,2,9,"Unf",3,888,"TA","TA","Y","COD","Abnorml",110000
"RM","IDOTRR","1.5Fin","4",1925,"TA","CBlock","TA",848,0,1208,1,5,"Unf",2,539,"TA","TA","Y","WD","Normal",103000
"RL","StoneBr","1Story","8",1995,"Gd","PConc","Gd",1616,0,1616,2,5,"RFn",2,608,"TA","TA","Y","WD","Normal",236500
"RL","Timber","SLvl","7",2003,"Gd","PConc","Ex",1146,0,1146,2,6,"Fin",2,438,"TA","TA","Y","WD","Normal",187500
"RL","CollgCr","2Story","7",1998,"Gd","PConc","Gd",1153,878,2031,2,8,"Fin",2,541,"TA","TA","Y","WD","Normal",222500
"RL","Sawyer","1Story","5",1961,"TA","CBlock","TA",1144,0,1144,1,6,"RFn",1,264,"TA","TA","Y","WD","Normal",131400
"RL","Sawyer","1Story","5",1968,"TA","PConc","TA",948,0,948,1,6,"Unf",1,300,"TA","TA","Y","WD","Family",108000
"RM","OldTown","2.5Unf","7",1914,"TA","BrkTil","Gd",880,888,1768,1,6,"Unf",2,320,"TA","TA","None","WD","Normal",163000
"RL","NAmes","1Story","3",1950,"TA","CBlock","None",1040,0,1040,2,6,"Unf",2,400,"TA","TA","Y","WD","Normal",93500
"RL","Gilbert","2Story","8",2005,"Gd","PConc","Gd",901,900,1801,2,8,"Fin",3,800,"TA","TA","Y","WD","Normal",239900
"RL","Edwards","1Story","5",1987,"TA","CBlock","Gd",1200,0,1200,3,5,"None",0,0,"None","None","Y","WD","Alloca",179000
"RL","CollgCr","2Story","7",2004,"Gd","PConc","Gd",864,864,1728,2,7,"RFn",2,572,"TA","TA","Y","WD","Normal",190000
"RM","OldTown","2Story","5",1910,"TA","BrkTil","Fa",768,664,1432,2,7,"Unf",2,360,"TA","Gd","Y","WD","Abnorml",132000
"RL","Sawyer","1Story","6",1961,"TA","CBlock","TA",912,0,912,1,5,"Unf",1,288,"TA","TA","Y","WD","Normal",142000
"RL","SawyerW","1Story","7",2000,"TA","PConc","Gd",1349,0,1349,2,6,"Unf",2,539,"TA","TA","Y","WD","Normal",179000
"RL","Sawyer","SLvl","5",1963,"TA","CBlock","Gd",1464,0,1464,2,6,"RFn",2,480,"TA","TA","Y","WD","Normal",175000
"RL","StoneBr","1Story","8",1993,"Gd","PConc","Gd",1337,0,1337,2,5,"RFn",2,462,"TA","TA","Y","WD","Normal",180000
"RL","NWAmes","2Story","8",1976,"Ex","CBlock","TA",1175,1540,2715,3,11,"Fin",2,831,"TA","TA","Y","WD","Normal",299800
"RL","Gilbert","2Story","7",2000,"Gd","PConc","Gd",980,1276,2256,2,8,"Fin",2,554,"TA","TA","Y","WD","Normal",236000
"RM","OldTown","2Story","7",1880,"Gd","Stone","TA",1320,1320,2640,1,8,"Unf",4,864,"TA","TA","None","WD","Normal",265979
"RL","NoRidge","1Story","7",1996,"Gd","PConc","Gd",1720,0,1720,2,7,"Fin",2,527,"TA","TA","Y","WD","Normal",260400
"RL","Edwards","1.5Fin","4",1945,"TA","Slab","None",1088,441,1529,2,9,"Unf",1,240,"TA","TA","None","WD","Normal",98000
"RM","OldTown","1.5Fin","4",1910,"TA","BrkTil","TA",792,348,1140,1,7,"None",0,0,"None","None","None","WD","Normal",96500
"RL","Gilbert","2Story","7",2003,"Gd","PConc","Gd",660,660,1320,2,6,"Fin",2,400,"TA","TA","Y","WD","Normal",162000
"RL","CollgCr","1Story","6",1997,"TA","PConc","Gd",1494,0,1494,2,6,"RFn",2,576,"TA","TA","Y","WD","Normal",217000
"RL","NridgHt","2Story","8",2005,"Gd","PConc","Gd",1038,1060,2098,2,8,"RFn",3,878,"TA","TA","Y","WD","Normal",275500
"RL","NAmes","1Story","6",1969,"TA","CBlock","TA",1026,0,1026,1,5,"RFn",2,440,"TA","TA","Y","WD","Normal",156000
"FV","Somerst","2Story","6",1999,"TA","PConc","Gd",742,729,1471,2,6,"Unf",2,440,"TA","TA","Y","WD","Normal",172500
"RL","CollgCr","2Story","8",2007,"Gd","PConc","Gd",866,902,1768,2,7,"RFn",2,578,"TA","TA","Y","WD","Normal",212000
"RL","Sawyer","2Story","6",1978,"TA","CBlock","TA",672,714,1386,2,6,"Fin",2,440,"TA","TA","Y","WD","Abnorml",158900
"FV","Somerst","2Story","7",1999,"TA","PConc","Gd",757,744,1501,2,6,"Unf",2,440,"TA","TA","Y","WD","Normal",179400
"RL","NoRidge","2Story","8",1995,"Gd","PConc","Gd",1328,1203,2531,2,9,"RFn",3,752,"TA","TA","Y","WD","Normal",290000
"RL","NAmes","1Story","6",1959,"TA","CBlock","TA",864,0,864,1,5,"Unf",1,300,"Ex","Ex","Y","WD","Normal",127500
"RM","BrkSide","1Story","5",1924,"TA","PConc","TA",1301,0,1301,1,5,"Unf",2,440,"TA","TA","Y","WD","Normal",1e+05
"FV","Somerst","2Story","7",2009,"TA","PConc","Gd",764,783,1547,2,7,"Unf",2,614,"TA","TA","Y","Con","Normal",215200
"RL","NoRidge","2Story","8",1999,"Gd","PConc","Gd",1268,1097,2365,2,8,"RFn",3,856,"TA","TA","Y","WD","Normal",337000
"RL","Veenker","1Story","8",1995,"Gd","PConc","Gd",1494,0,1494,1,6,"Fin",2,481,"TA","TA","Y","WD","Normal",270000
"RL","Somerst","1Story","9",2008,"Gd","PConc","Gd",1506,0,1506,2,6,"Fin",2,592,"TA","TA","Y","New","Partial",264132
